%time bm_in carrier bask_out rec_wv lps_wv bm_out
6.887e-06 1 0.809016994375 0.809016994375 0.809016994375 0.700032331971 1
6.8875e-06 1 0.707106781186 0.707106781186 0.707106781186 0.702999006555 1
6.888e-06 1 0.587785252292 0.587785252292 0.587785252292 0.700158942718 1
6.8885e-06 1 0.45399049974 0.45399049974 0.45399049974 0.690993976524 1
6.889e-06 1 0.309016994375 0.309016994375 0.309016994375 0.675171749643 1
6.8895e-06 1 0.15643446504 0.15643446504 0.15643446504 0.652552356061 1
6.89e-06 1 -1.89183575489e-13 -1.89183575489e-13 1.89183575489e-13 0.623190328555 1
6.8905e-06 1 -0.156434465041 -0.156434465041 0.156434465041 0.59532939096 1
6.891e-06 1 -0.309016994375 -0.309016994375 0.309016994375 0.576791819011 1
6.8915e-06 1 -0.45399049974 -0.45399049974 0.45399049974 0.566808007287 1
6.892e-06 1 -0.587785252293 -0.587785252293 0.587785252293 0.564460408991 1
6.8925e-06 1 -0.707106781187 -0.707106781187 0.707106781187 0.568702924549 1
6.893e-06 1 -0.809016994375 -0.809016994375 0.809016994375 0.578383619424 1
6.8935e-06 1 -0.891006524188 -0.891006524188 0.891006524188 0.592270203383 1
6.894e-06 1 -0.951056516295 -0.951056516295 0.951056516295 0.609077635895 1
6.8945e-06 1 -0.987688340595 -0.987688340595 0.987688340595 0.627497170372 1
6.895e-06 1 -1 -1 1 0.646226114933 1
